FID1	IID1	FID2	IID2	RT	EZ	Z0	Z1	Z2	PI_HAT	PHE	DST	PPC	RATIO	IBS0	IBS1	IBS2	HOMHOM	HETHET
HG00119	HG00119	HG00524	HG00524	UN		1.0	0.0	0.0	0.0	-1	0.723651	0.1763	1.5926	9040	41257	57062	27.0	43.0
HG00119	HG00119	HG00581	HG00581	UN		1.0	0.0	0.0	0.0	-1	0.726993	0.0455	1.3333	9091	40437	57830	30.0	40.0
HG00119	HG00119	HG00731	HG00731	UN		0.8793	0.034	0.0867	0.1037	-1	0.765099	0.8465	2.6316	5678	39080	62598	19.0	50.0
HG00119	HG00119	HG00732	HG00732	UN		0.881	0.0379	0.0811	0.1	-1	0.764026	0.6323	2.1818	5689	39289	62379	22.0	48.0
HG00119	HG00119	HG01936	HG01936	UN		1.0	0.0	0.0	0.0	-1	0.728001	0.5	2.0	9553	39295	58507	23.0	46.0
HG00119	HG00119	HG02025	HG02025	UN		1.0	0.0	0.0	0.0	-1	0.734812	0.6008	2.1364	8821	39298	59239	22.0	47.0
HG00119	HG00119	HG02026	HG02026	UN		1.0	0.0	0.0	0.0	-1	0.732882	0.026	1.2581	8725	39905	58729	31.0	39.0
HG00119	HG00119	HG02067	HG02067	UN		1.0	0.0	0.0	0.0	-1	0.733213	0.3992	1.875	8474	40335	58548	24.0	45.0
HG00119	HG00119	HG02250	HG02250	UN		1.0	0.0	0.0	0.0	-1	0.729151	0.1008	1.4643	9441	39273	58643	28.0	41.0
HG00119	HG00119	HG02353	HG02353	UN		1.0	0.0	0.0	0.0	-1	0.721728	0.6008	2.1364	9973	39803	57581	22.0	47.0
HG00119	HG00119	HG02371	HG02371	UN		1.0	0.0	0.0	0.0	-1	0.729943	0.2495	1.6923	9578	38829	58950	26.0	44.0
HG00119	HG00119	HG02373	HG02373	UN		1.0	0.0	0.0	0.0	-1	0.726436	0.2495	1.6923	9163	40412	57782	26.0	44.0
HG00119	HG00119	HG02375	HG02375	UN		1.0	0.0	0.0	0.0	-1	0.70924	0.0754	1.4138	9833	42766	54761	29.0	41.0
HG00119	HG00119	HG02386	HG02386	UN		1.0	0.0	0.0	0.0	-1	0.734305	0.9631	3.3125	8725	39598	59033	16.0	53.0
HG00119	HG00119	HG03673	HG03673	UN		1.0	0.0	0.0	0.0	-1	0.73053	0.5337	2.0435	7686	42486	57183	23.0	47.0
HG00119	HG00119	HG03713	HG03713	UN		1.0	0.0	0.0	0.0	-1	0.749457	0.7229	2.3333	7158	39479	60720	21.0	49.0
HG00119	HG00119	NA19027	NA19027	UN		1.0	0.0	0.0	0.0	-1	0.702029	0.0455	1.3333	10106	43760	53480	30.0	40.0
HG00119	HG00119	NA19238	NA19238	UN		1.0	0.0	0.0	0.0	-1	0.691688	0.0	0.7949	10482	45230	51637	39.0	31.0
HG00119	HG00119	NA19239	NA19239	UN		1.0	0.0	0.0	0.0	-1	0.688838	0.0455	1.3333	10787	45235	51332	30.0	40.0
HG00119	HG00119	NA19331	NA19331	UN		1.0	0.0	0.0	0.0	-1	0.683144	0.0034	1.0588	10852	46323	50172	34.0	36.0
HG00119	HG00119	NA19661	NA19661	UN		1.0	0.0	0.0	0.0	-1	0.746311	0.1763	1.5926	7719	39033	60606	27.0	43.0
HG00119	HG00119	NA19664	NA19664	UN		0.9408	0.0	0.0592	0.0592	-1	0.752846	0.5337	2.0435	6195	40679	60486	23.0	47.0
HG00119	HG00119	NA19678	NA19678	UN		1.0	0.0	0.0	0.0	-1	0.753467	0.2218	1.6538	6570	39795	60994	26.0	43.0
HG00119	HG00119	NA19679	NA19679	UN		0.9374	0.0	0.0626	0.0626	-1	0.751202	0.7782	2.45	6355	40711	60292	20.0	49.0
HG00119	HG00119	NA19713	NA19713	UN		1.0	0.0	0.0	0.0	-1	0.718376	0.4329	1.9167	8946	42576	55834	24.0	46.0
HG00119	HG00119	NA20289	NA20289	UN		0.9147	0.0473	0.038	0.0617	-1	0.75374	0.6323	2.1818	5906	41062	60386	22.0	48.0
HG00119	HG00119	NA20321	NA20321	UN		1.0	0.0	0.0	0.0	-1	0.693479	0.0034	1.0588	11282	43243	52820	34.0	36.0
HG00119	HG00119	NA20334	NA20334	UN		1.0	0.0	0.0	0.0	-1	0.736919	0.5337	2.0435	7533	41419	58401	23.0	47.0
HG00119	HG00119	NA20792	NA20792	UN		1.0	0.0	0.0	0.0	-1	0.759722	0.8992	2.8333	6707	38178	62474	18.0	51.0
HG00119	HG00119	NA20868	NA20868	UN		1.0	0.0	0.0	0.0	-1	0.739325	0.2495	1.6923	9165	37641	60552	26.0	44.0
HG00119	HG00119	NA20886	NA20886	UN		0.857	0.115	0.0279	0.0855	-1	0.757908	0.7229	2.3333	5534	40913	60911	21.0	49.0
HG00119	HG00119	NA20895	NA20895	UN		0.902	0.0	0.098	0.098	-1	0.758539	0.7782	2.45	6299	39247	61811	20.0	49.0
HG00119	HG00119	HG00124	HG00124	UN		0.4912	0.5057	0.0031	0.2559	-1	0.790642	0.9975	4.75	3172	38608	65577	12.0	57.0
HG00119	HG00119	HG00501	HG00501	UN		1.0	0.0	0.0	0.0	-1	0.737074	0.5	2.0	8164	40126	59067	23.0	46.0
HG00119	HG00119	HG00635	HG00635	UN		1.0	0.0	0.0	0.0	-1	0.72452	0.6323	2.1818	9595	39961	57804	22.0	48.0
HG00119	HG00119	HG00702	HG00702	UN		1.0	0.0	0.0	0.0	-1	0.726609	0.1008	1.4643	8534	41634	57191	28.0	41.0
HG00119	HG00119	HG00733	HG00733	UN		0.6776	0.3224	0.0	0.1612	-1	0.763888	0.8465	2.6316	4520	41658	61182	19.0	50.0
HG00119	HG00119	HG01983	HG01983	UN		0.9386	0.0	0.0614	0.0614	-1	0.751889	0.9119	2.8889	6291	40692	60376	18.0	52.0
HG00119	HG00119	HG02024	HG02024	UN		1.0	0.0	0.0	0.0	-1	0.72948	0.7782	2.45	9411	39264	58685	20.0	49.0
HG00119	HG00119	HG02046	HG02046	UN		1.0	0.0	0.0	0.0	-1	0.731287	0.1535	1.5556	9042	39614	58704	27.0	42.0
HG00119	HG00119	HG02363	HG02363	UN		1.0	0.0	0.0	0.0	-1	0.720373	0.1008	1.4643	9576	40889	56894	28.0	41.0
HG00119	HG00119	HG02372	HG02372	UN		1.0	0.0	0.0	0.0	-1	0.720966	0.2495	1.6923	9801	40311	57246	26.0	44.0
HG00119	HG00119	HG02377	HG02377	UN		1.0	0.0	0.0	0.0	-1	0.734878	0.8641	2.6842	8857	39213	59290	19.0	51.0
HG00119	HG00119	HG02381	HG02381	UN		1.0	0.0	0.0	0.0	-1	0.724436	0.3363	1.8	8806	41556	56996	25.0	45.0
HG00119	HG00119	HG02387	HG02387	UN		1.0	0.0	0.0	0.0	-1	0.733173	0.1535	1.5556	8329	40635	58396	27.0	42.0
HG00119	HG00119	HG02388	HG02388	UN		1.0	0.0	0.0	0.0	-1	0.732889	0.6008	2.1364	7906	41541	57911	22.0	47.0
HG00119	HG00119	HG03715	HG03715	UN		1.0	0.0	0.0	0.0	-1	0.754755	0.8641	2.6842	6798	39061	61497	19.0	51.0
HG00119	HG00119	HG03948	HG03948	UN		1.0	0.0	0.0	0.0	-1	0.708445	0.0	0.725	13267	36067	58023	40.0	29.0
HG00119	HG00119	NA19240	NA19240	UN		1.0	0.0	0.0	0.0	-1	0.687346	0.014	1.1875	11339	44455	51566	32.0	38.0
HG00119	HG00119	NA19311	NA19311	UN		1.0	0.0	0.0	0.0	-1	0.694081	0.2495	1.6923	10850	43979	52518	26.0	44.0
HG00119	HG00119	NA19313	NA19313	UN		1.0	0.0	0.0	0.0	-1	0.687211	0.0754	1.4138	10996	45165	51191	29.0	41.0
HG00119	HG00119	NA19660	NA19660	UN		1.0	0.0	0.0	0.0	-1	0.742346	0.5337	2.0435	6762	41798	58797	23.0	47.0
HG00119	HG00119	NA19675	NA19675	UN		1.0	0.0	0.0	0.0	-1	0.748882	0.4329	1.9167	6515	40890	59955	24.0	46.0
HG00119	HG00119	NA19685	NA19685	UN		1.0	0.0	0.0	0.0	-1	0.739274	0.6323	2.1818	7531	40921	58908	22.0	48.0
HG00119	HG00119	NA19985	NA19985	UN		1.0	0.0	0.0	0.0	-1	0.714731	0.6323	2.1818	9644	41957	55745	22.0	48.0
HG00119	HG00119	NA20322	NA20322	UN		1.0	0.0	0.0	0.0	-1	0.725003	0.6323	2.1818	7590	43863	55899	22.0	48.0
HG00119	HG00119	NA20336	NA20336	UN		0.9151	0.0	0.0849	0.0849	-1	0.755761	0.9373	3.0588	6321	39799	61236	17.0	52.0
HG00119	HG00119	NA20341	NA20341	UN		1.0	0.0	0.0	0.0	-1	0.723035	0.1763	1.5926	7734	43997	55620	27.0	43.0
HG00119	HG00119	NA20344	NA20344	UN		1.0	0.0	0.0	0.0	-1	0.69268	0.0455	1.3333	10140	45698	51506	30.0	40.0
HG00119	HG00119	NA20526	NA20526	UN		1.0	0.0	0.0	0.0	-1	0.758283	0.5	2.0	6931	38039	62389	23.0	46.0
HG00119	HG00119	NA20871	NA20871	UN		1.0	0.0	0.0	0.0	-1	0.743952	0.6008	2.1364	7414	40146	59791	22.0	47.0
HG00119	HG00119	NA20893	NA20893	UN		0.9225	0.0707	0.0067	0.0421	-1	0.747925	0.9795	3.6	5957	42210	59190	15.0	54.0
HG00119	HG00119	NA20898	NA20898	UN		1.0	0.0	0.0	0.0	-1	0.754536	0.9795	3.6	7103	38499	61756	15.0	54.0
HG00524	HG00524	HG00581	HG00581	UN		0.8053	0.0981	0.0966	0.1457	-1	0.774127	0.8465	2.6316	5200	38099	64060	19.0	50.0
HG00524	HG00524	HG00731	HG00731	UN		1.0	0.0	0.0	0.0	-1	0.71293	0.2495	1.6923	9642	42354	55361	26.0	44.0
HG00524	HG00524	HG00732	HG00732	UN		1.0	0.0	0.0	0.0	-1	0.726169	0.8641	2.6842	8050	42696	56612	19.0	51.0
HG00524	HG00524	HG01936	HG01936	UN		1.0	0.0	0.0	0.0	-1	0.740275	0.0627	1.3793	9281	37204	60871	29.0	40.0
HG00524	HG00524	HG02025	HG02025	UN		0.8473	0.0	0.1527	0.1527	-1	0.77735	0.3048	1.76	5612	36583	65164	25.0	44.0
HG00524	HG00524	HG02026	HG02026	UN		0.8172	0.0254	0.1574	0.1701	-1	0.78268	0.8465	2.6316	5277	36109	65974	19.0	50.0
HG00524	HG00524	HG02067	HG02067	UN		1.0	0.0	0.0	0.0	-1	0.765732	0.6952	2.2857	6642	37017	63699	21.0	48.0
HG00524	HG00524	HG02250	HG02250	UN		1.0	0.0	0.0	0.0	-1	0.759925	0.1008	1.4643	7594	36360	63404	28.0	41.0
HG00524	HG00524	HG02353	HG02353	UN		0.7838	0.0978	0.1184	0.1673	-1	0.779788	0.9631	3.3125	5061	37161	65136	16.0	53.0
HG00524	HG00524	HG02371	HG02371	UN		0.8177	0.0	0.1823	0.1823	-1	0.779318	0.7782	2.45	6012	35360	65986	20.0	49.0
HG00524	HG00524	HG02373	HG02373	UN		1.0	0.0	0.0	0.0	-1	0.769761	0.5	2.0	6544	36348	64466	23.0	46.0
HG00524	HG00524	HG02375	HG02375	UN		0.8079	0.0604	0.1316	0.1619	-1	0.779487	0.8992	2.8333	5217	36915	65229	18.0	51.0
HG00524	HG00524	HG02386	HG02386	UN		0.8546	0.0	0.1454	0.1454	-1	0.769386	0.8465	2.6316	6192	37132	64033	19.0	50.0
HG00524	HG00524	HG03673	HG03673	UN		1.0	0.0	0.0	0.0	-1	0.722931	0.2495	1.6923	8979	41532	56845	26.0	44.0
HG00524	HG00524	HG03713	HG03713	UN		1.0	0.0	0.0	0.0	-1	0.737472	0.2218	1.6538	8765	38839	59754	26.0	43.0
HG00524	HG00524	NA19027	NA19027	UN		1.0	0.0	0.0	0.0	-1	0.689479	0.0001	0.8421	11472	43723	52152	38.0	32.0
HG00524	HG00524	NA19238	NA19238	UN		1.0	0.0	0.0	0.0	-1	0.688691	0.0003	0.8919	11510	43818	52022	37.0	33.0
HG00524	HG00524	NA19239	NA19239	UN		1.0	0.0	0.0	0.0	-1	0.693358	0.0034	1.0588	10978	43883	52494	34.0	36.0
HG00524	HG00524	NA19331	NA19331	UN		1.0	0.0	0.0	0.0	-1	0.684941	0.0015	1.0	11794	44054	51500	35.0	35.0
HG00524	HG00524	NA19661	NA19661	UN		1.0	0.0	0.0	0.0	-1	0.746281	0.3363	1.8	8091	38296	60972	25.0	45.0
HG00524	HG00524	NA19664	NA19664	UN		1.0	0.0	0.0	0.0	-1	0.749159	0.6008	2.1364	6936	39989	60436	22.0	47.0
HG00524	HG00524	NA19678	NA19678	UN		1.0	0.0	0.0	0.0	-1	0.731609	0.0455	1.3333	8547	40535	58278	30.0	40.0
HG00524	HG00524	NA19679	NA19679	UN		1.0	0.0	0.0	0.0	-1	0.728081	0.0015	1.0	8503	41380	57476	35.0	35.0
HG00524	HG00524	NA19713	NA19713	UN		1.0	0.0	0.0	0.0	-1	0.701417	0.026	1.2581	9942	44226	53189	31.0	39.0
HG00524	HG00524	NA20289	NA20289	UN		1.0	0.0	0.0	0.0	-1	0.707037	0.1763	1.5926	9588	43726	54041	27.0	43.0
HG00524	HG00524	NA20321	NA20321	UN		1.0	0.0	0.0	0.0	-1	0.689374	0.0034	1.0588	11658	43373	52315	34.0	36.0
HG00524	HG00524	NA20334	NA20334	UN		1.0	0.0	0.0	0.0	-1	0.726345	0.1184	1.5	8833	41090	57431	28.0	42.0
HG00524	HG00524	NA20792	NA20792	UN		1.0	0.0	0.0	0.0	-1	0.716002	0.0455	1.3333	10210	40560	56590	30.0	40.0
HG00524	HG00524	NA20868	NA20868	UN		1.0	0.0	0.0	0.0	-1	0.714216	0.0071	1.1212	11094	39175	57090	33.0	37.0
HG00524	HG00524	NA20886	NA20886	UN		1.0	0.0	0.0	0.0	-1	0.738466	0.0627	1.3793	7386	41384	58589	29.0	40.0
HG00524	HG00524	NA20895	NA20895	UN		1.0	0.0	0.0	0.0	-1	0.736634	0.3048	1.76	8752	39045	59561	25.0	44.0
HG00524	HG00524	HG00124	HG00124	UN		1.0	0.0	0.0	0.0	-1	0.71902	0.0754	1.4138	10024	40283	57051	29.0	41.0
HG00524	HG00524	HG00501	HG00501	UN		0.7616	0.1116	0.1268	0.1826	-1	0.783351	0.9795	3.6	4918	36682	65758	15.0	54.0
HG00524	HG00524	HG00635	HG00635	UN		0.7613	0.1535	0.0852	0.162	-1	0.776711	0.8465	2.6316	4916	38113	64332	19.0	50.0
HG00524	HG00524	HG00702	HG00702	UN		0.8	0.0577	0.1423	0.1711	-1	0.781986	0.3992	1.875	5166	36480	65714	24.0	45.0
HG00524	HG00524	HG00733	HG00733	UN		1.0	0.0	0.0	0.0	-1	0.719302	0.0455	1.3333	8665	42942	55754	30.0	40.0
HG00524	HG00524	HG01983	HG01983	UN		1.0	0.0	0.0	0.0	-1	0.743098	0.5337	2.0435	7269	40624	59467	23.0	47.0
HG00524	HG00524	HG02024	HG02024	UN		0.7975	0.0	0.2025	0.2025	-1	0.780842	0.9631	3.3125	6347	34364	66650	16.0	53.0
HG00524	HG00524	HG02046	HG02046	UN		1.0	0.0	0.0	0.0	-1	0.770997	0.3992	1.875	6780	35612	64969	24.0	45.0
HG00524	HG00524	HG02363	HG02363	UN		0.8318	0.0195	0.1487	0.1585	-1	0.779834	0.885	2.7778	5371	36532	65457	18.0	50.0
HG00524	HG00524	HG02372	HG02372	UN		0.7972	0.0779	0.1249	0.1638	-1	0.779469	0.9373	3.0588	5148	37056	65155	17.0	52.0
HG00524	HG00524	HG02377	HG02377	UN		0.8358	0.0	0.1642	0.1642	-1	0.773237	0.8992	2.8333	6210	36271	64880	18.0	51.0
HG00524	HG00524	HG02381	HG02381	UN		0.8096	0.0842	0.1062	0.1483	-1	0.775226	0.9373	3.0588	5228	37807	64324	17.0	52.0
HG00524	HG00524	HG02387	HG02387	UN		0.8437	0.0	0.1563	0.1563	-1	0.774895	0.9795	3.6	5902	36531	64928	15.0	54.0
HG00524	HG00524	HG02388	HG02388	UN		0.8563	0.0	0.1437	0.1437	-1	0.775487	0.9119	2.8889	5624	36959	64776	18.0	52.0
HG00524	HG00524	HG03715	HG03715	UN		1.0	0.0	0.0	0.0	-1	0.745326	0.6008	2.1364	8380	37922	61055	22.0	47.0
HG00524	HG00524	HG03948	HG03948	UN		1.0	0.0	0.0	0.0	-1	0.706254	0.0	0.6279	14340	34392	58626	43.0	27.0
HG00524	HG00524	NA19240	NA19240	UN		1.0	0.0	0.0	0.0	-1	0.68802	0.0007	0.9444	12000	42989	52372	36.0	34.0
HG00524	HG00524	NA19311	NA19311	UN		1.0	0.0	0.0	0.0	-1	0.682127	0.0	0.7073	11830	44586	50932	41.0	29.0
HG00524	HG00524	NA19313	NA19313	UN		1.0	0.0	0.0	0.0	-1	0.682482	0.026	1.2581	12017	44139	51197	31.0	39.0
HG00524	HG00524	NA19660	NA19660	UN		1.0	0.0	0.0	0.0	-1	0.731813	0.3048	1.76	8794	39996	58568	25.0	44.0
HG00524	HG00524	NA19675	NA19675	UN		1.0	0.0	0.0	0.0	-1	0.730829	0.7229	2.3333	7953	41891	57517	21.0	49.0
HG00524	HG00524	NA19685	NA19685	UN		1.0	0.0	0.0	0.0	-1	0.737237	0.2495	1.6923	7951	40519	58891	26.0	44.0
HG00524	HG00524	NA19985	NA19985	UN		1.0	0.0	0.0	0.0	-1	0.691412	0.0034	1.0588	11369	43514	52464	34.0	36.0
HG00524	HG00524	NA20322	NA20322	UN		1.0	0.0	0.0	0.0	-1	0.701275	0.026	1.2581	9414	45310	52629	31.0	39.0
HG00524	HG00524	NA20336	NA20336	UN		1.0	0.0	0.0	0.0	-1	0.736561	0.0053	1.0909	8328	39908	59121	33.0	36.0
HG00524	HG00524	NA20341	NA20341	UN		1.0	0.0	0.0	0.0	-1	0.702185	0.026	1.2581	9558	44826	52968	31.0	39.0
HG00524	HG00524	NA20344	NA20344	UN		1.0	0.0	0.0	0.0	-1	0.696665	0.0455	1.3333	10849	43425	53071	30.0	40.0
HG00524	HG00524	NA20526	NA20526	UN		1.0	0.0	0.0	0.0	-1	0.717176	0.1535	1.5556	9870	40988	56502	27.0	42.0
HG00524	HG00524	NA20871	NA20871	UN		1.0	0.0	0.0	0.0	-1	0.721933	0.0369	1.3	9179	41344	56829	30.0	39.0
HG00524	HG00524	NA20893	NA20893	UN		1.0	0.0	0.0	0.0	-1	0.734114	0.3048	1.76	7779	41532	58047	25.0	44.0
HG00524	HG00524	NA20898	NA20898	UN		1.0	0.0	0.0	0.0	-1	0.737535	0.3363	1.8	8722	38912	59725	25.0	45.0
HG00581	HG00581	HG00731	HG00731	UN		1.0	0.0	0.0	0.0	-1	0.73213	0.1763	1.5926	8476	40563	58317	27.0	43.0
HG00581	HG00581	HG00732	HG00732	UN		1.0	0.0	0.0	0.0	-1	0.731233	0.4329	1.9167	7658	42392	57307	24.0	46.0
HG00581	HG00581	HG01936	HG01936	UN		1.0	0.0	0.0	0.0	-1	0.745969	0.0025	1.0294	8130	38283	60942	34.0	35.0
HG00581	HG00581	HG02025	HG02025	UN		0.8456	0.0	0.1544	0.1544	-1	0.778931	0.8465	2.6316	5499	36469	65390	19.0	50.0
HG00581	HG00581	HG02026	HG02026	UN		0.8319	0.0394	0.1287	0.1484	-1	0.776605	0.5	2.0	5372	37223	64764	23.0	46.0
HG00581	HG00581	HG02067	HG02067	UN		0.8657	0.0	0.1343	0.1343	-1	0.767793	0.8465	2.6316	6130	37598	63629	19.0	50.0
HG00581	HG00581	HG02250	HG02250	UN		0.8708	0.0	0.1292	0.1292	-1	0.764231	0.8992	2.8333	6344	37935	63078	18.0	51.0
HG00581	HG00581	HG02353	HG02353	UN		0.8986	0.0	0.1014	0.1014	-1	0.765297	0.8465	2.6316	5821	38752	62784	19.0	50.0
HG00581	HG00581	HG02371	HG02371	UN		0.8313	0.0588	0.1099	0.1393	-1	0.773638	0.1008	1.4643	5368	37867	64122	28.0	41.0
HG00581	HG00581	HG02373	HG02373	UN		0.8728	0.0	0.1272	0.1272	-1	0.766019	0.8272	2.5789	6159	37921	63277	19.0	49.0
HG00581	HG00581	HG02375	HG02375	UN		0.8161	0.0723	0.1116	0.1477	-1	0.775442	0.9275	3.0	5270	37677	64413	17.0	51.0
HG00581	HG00581	HG02386	HG02386	UN		0.8468	0.0186	0.1346	0.1439	-1	0.776049	0.7782	2.45	5468	37149	64739	20.0	49.0
HG00581	HG00581	HG03673	HG03673	UN		1.0	0.0	0.0	0.0	-1	0.728047	0.0754	1.4138	8422	41547	57386	29.0	41.0
HG00581	HG00581	HG03713	HG03713	UN		1.0	0.0	0.0	0.0	-1	0.735998	0.3363	1.8	8224	40237	58896	25.0	45.0
HG00581	HG00581	NA19027	NA19027	UN		1.0	0.0	0.0	0.0	-1	0.686202	0.2495	1.6923	10850	45670	50826	26.0	44.0
HG00581	HG00581	NA19238	NA19238	UN		1.0	0.0	0.0	0.0	-1	0.689154	0.0015	1.0	11390	43958	52001	35.0	35.0
HG00581	HG00581	NA19239	NA19239	UN		1.0	0.0	0.0	0.0	-1	0.683305	0.0455	1.3333	11173	45651	50530	30.0	40.0
HG00581	HG00581	NA19331	NA19331	UN		1.0	0.0	0.0	0.0	-1	0.687062	0.0034	1.0588	11140	44906	51301	34.0	36.0
HG00581	HG00581	NA19661	NA19661	UN		1.0	0.0	0.0	0.0	-1	0.739498	0.1008	1.4643	7752	40430	59176	28.0	41.0
HG00581	HG00581	NA19664	NA19664	UN		1.0	0.0	0.0	0.0	-1	0.740341	0.014	1.1875	7561	40632	59167	32.0	38.0
HG00581	HG00581	NA19678	NA19678	UN		1.0	0.0	0.0	0.0	-1	0.738285	0.2218	1.6538	8199	39797	59363	26.0	43.0
HG00581	HG00581	NA19679	NA19679	UN		1.0	0.0	0.0	0.0	-1	0.735134	0.3363	1.8	7996	40879	58483	25.0	45.0
HG00581	HG00581	NA19713	NA19713	UN		1.0	0.0	0.0	0.0	-1	0.697888	0.0007	0.9444	9902	45063	52391	36.0	34.0
HG00581	HG00581	NA20289	NA20289	UN		1.0	0.0	0.0	0.0	-1	0.72226	0.1008	1.4643	8344	42945	56065	28.0	41.0
HG00581	HG00581	NA20321	NA20321	UN		1.0	0.0	0.0	0.0	-1	0.688472	0.014	1.1875	11499	43884	51962	32.0	38.0
HG00581	HG00581	NA20334	NA20334	UN		1.0	0.0	0.0	0.0	-1	0.711429	0.3363	1.8	9495	42968	54890	25.0	45.0
HG00581	HG00581	NA20792	NA20792	UN		1.0	0.0	0.0	0.0	-1	0.721099	0.026	1.2581	8933	42019	56407	31.0	39.0
HG00581	HG00581	NA20868	NA20868	UN		1.0	0.0	0.0	0.0	-1	0.730151	0.0754	1.4138	9516	38909	58933	29.0	41.0
HG00581	HG00581	NA20886	NA20886	UN		1.0	0.0	0.0	0.0	-1	0.74586	0.3363	1.8	6933	40702	59723	25.0	45.0
HG00581	HG00581	NA20895	NA20895	UN		1.0	0.0	0.0	0.0	-1	0.741926	0.6952	2.2857	7546	40320	59491	21.0	48.0
HG00581	HG00581	HG00124	HG00124	UN		1.0	0.0	0.0	0.0	-1	0.725444	0.0455	1.3333	8478	41995	56884	30.0	40.0
HG00581	HG00581	HG00501	HG00501	UN		0.8605	0.0	0.1395	0.1395	-1	0.770108	0.8992	2.8333	6021	37319	64017	18.0	51.0
HG00581	HG00581	HG00635	HG00635	UN		0.0274	0.5546	0.418	0.6953	-1	0.90381	1.0	33.5	177	20300	86883	2.0	67.0
HG00581	HG00581	HG00702	HG00702	UN		0.8019	0.0816	0.1165	0.1573	-1	0.777662	0.8465	2.6316	5178	37384	64797	19.0	50.0
HG00581	HG00581	HG00733	HG00733	UN		1.0	0.0	0.0	0.0	-1	0.733853	0.2495	1.6923	7642	41863	57855	26.0	44.0
HG00581	HG00581	HG01983	HG01983	UN		0.9181	0.0	0.0819	0.0819	-1	0.756373	0.9631	3.3125	6233	39845	61281	16.0	53.0
HG00581	HG00581	HG02024	HG02024	UN		0.8239	0.0629	0.1132	0.1447	-1	0.77493	0.2495	1.6923	5320	37687	64353	26.0	44.0
HG00581	HG00581	HG02046	HG02046	UN		1.0	0.0	0.0	0.0	-1	0.765709	0.1008	1.4643	6582	37143	63635	28.0	41.0
HG00581	HG00581	HG02363	HG02363	UN		0.8073	0.089	0.1037	0.1482	-1	0.775063	0.9947	4.3077	5213	37872	64274	13.0	56.0
HG00581	HG00581	HG02372	HG02372	UN		0.835	0.0787	0.0862	0.1256	-1	0.769472	0.8272	2.5789	5392	38714	63252	19.0	49.0
HG00581	HG00581	HG02377	HG02377	UN		0.8542	0.0	0.1458	0.1458	-1	0.776672	0.2218	1.6538	5555	36843	64962	26.0	43.0
HG00581	HG00581	HG02381	HG02381	UN		0.8163	0.0528	0.1309	0.1573	-1	0.778521	0.8465	2.6316	5271	37013	65074	19.0	50.0
HG00581	HG00581	HG02387	HG02387	UN		0.7726	0.1318	0.0956	0.1615	-1	0.777245	0.9568	3.25	4989	37852	64519	16.0	52.0
HG00581	HG00581	HG02388	HG02388	UN		0.7232	0.1677	0.1091	0.1929	-1	0.784362	0.0627	1.3793	4670	36961	65727	29.0	40.0
HG00581	HG00581	HG03715	HG03715	UN		1.0	0.0	0.0	0.0	-1	0.751225	0.4329	1.9167	7001	39413	60942	24.0	46.0
HG00581	HG00581	HG03948	HG03948	UN		1.0	0.0	0.0	0.0	-1	0.698897	0.0	0.5556	13629	37393	56335	45.0	25.0
HG00581	HG00581	NA19240	NA19240	UN		1.0	0.0	0.0	0.0	-1	0.679862	0.0754	1.4138	11826	45088	50446	29.0	41.0
HG00581	HG00581	NA19311	NA19311	UN		1.0	0.0	0.0	0.0	-1	0.689069	0.0007	0.9444	11162	44431	51754	36.0	34.0
HG00581	HG00581	NA19313	NA19313	UN		1.0	0.0	0.0	0.0	-1	0.684161	0.1184	1.5	11580	44652	51120	28.0	42.0
HG00581	HG00581	NA19660	NA19660	UN		1.0	0.0	0.0	0.0	-1	0.737497	0.7782	2.45	7515	41333	58509	20.0	49.0
HG00581	HG00581	NA19675	NA19675	UN		1.0	0.0	0.0	0.0	-1	0.743526	0.1184	1.5	6819	41432	59109	28.0	42.0
HG00581	HG00581	NA19685	NA19685	UN		1.0	0.0	0.0	0.0	-1	0.74864	0.2218	1.6538	6825	40322	60213	26.0	43.0
HG00581	HG00581	NA19985	NA19985	UN		1.0	0.0	0.0	0.0	-1	0.696416	0.0754	1.4138	10861	43455	53030	29.0	41.0
HG00581	HG00581	NA20322	NA20322	UN		1.0	0.0	0.0	0.0	-1	0.708673	0.0754	1.4138	9157	44235	53960	29.0	41.0
HG00581	HG00581	NA20336	NA20336	UN		1.0	0.0	0.0	0.0	-1	0.724179	0.0627	1.3793	8430	42362	56564	29.0	40.0
HG00581	HG00581	NA20341	NA20341	UN		1.0	0.0	0.0	0.0	-1	0.71051	0.0034	1.0588	8568	45018	53765	34.0	36.0
HG00581	HG00581	NA20344	NA20344	UN		1.0	0.0	0.0	0.0	-1	0.692805	0.026	1.2581	10937	44077	52330	31.0	39.0
HG00581	HG00581	NA20526	NA20526	UN		1.0	0.0	0.0	0.0	-1	0.720098	0.0034	1.0588	8920	42260	56179	34.0	36.0
HG00581	HG00581	NA20871	NA20871	UN		1.0	0.0	0.0	0.0	-1	0.734791	0.1008	1.4643	8212	40517	58622	28.0	41.0
HG00581	HG00581	NA20893	NA20893	UN		1.0	0.0	0.0	0.0	-1	0.73801	0.2218	1.6538	7511	41231	58615	26.0	43.0
HG00581	HG00581	NA20898	NA20898	UN		1.0	0.0	0.0	0.0	-1	0.747476	0.3048	1.76	6746	40729	59883	25.0	44.0
