FID1	IID1	FID2	IID2	RT	EZ	Z0	Z1	Z2	PI_HAT	PHE	DST	PPC	RATIO	IBS0	IBS1	IBS2	HOMHOM	HETHET
HG02067	HG02067	NA19985	NA19985	UN		1.0	0.0	0.0	0.0	-1	0.701332	0.1763	1.5926	10876	42369	54100	27.0	43.0
HG02067	HG02067	NA20322	NA20322	UN		1.0	0.0	0.0	0.0	-1	0.70888	0.0015	1.0	9276	43952	54123	35.0	35.0
HG02067	HG02067	NA20336	NA20336	UN		1.0	0.0	0.0	0.0	-1	0.729831	0.1008	1.4643	8474	41060	57821	28.0	41.0
HG02067	HG02067	NA20341	NA20341	UN		1.0	0.0	0.0	0.0	-1	0.705463	0.026	1.2581	8940	45357	53053	31.0	39.0
HG02067	HG02067	NA20344	NA20344	UN		1.0	0.0	0.0	0.0	-1	0.696762	0.0003	0.8919	10760	43581	53002	37.0	33.0
HG02067	HG02067	NA20526	NA20526	UN		1.0	0.0	0.0	0.0	-1	0.733988	0.1763	1.5926	8911	39295	59152	27.0	43.0
HG02067	HG02067	NA20871	NA20871	UN		1.0	0.0	0.0	0.0	-1	0.718994	0.1008	1.4643	9158	42016	56176	28.0	41.0
HG02067	HG02067	NA20893	NA20893	UN		1.0	0.0	0.0	0.0	-1	0.734398	0.7782	2.45	7304	42420	57632	20.0	49.0
HG02067	HG02067	NA20898	NA20898	UN		1.0	0.0	0.0	0.0	-1	0.730521	0.2495	1.6923	8894	40073	58390	26.0	44.0
HG02250	HG02250	HG02353	HG02353	UN		1.0	0.0	0.0	0.0	-1	0.761043	0.1008	1.4643	6658	37991	62707	28.0	41.0
HG02250	HG02250	HG02371	HG02371	UN		1.0	0.0	0.0	0.0	-1	0.762263	0.1008	1.4643	7702	35641	64013	28.0	41.0
HG02250	HG02250	HG02373	HG02373	UN		1.0	0.0	0.0	0.0	-1	0.756525	0.1325	1.5185	8064	36149	63143	27.0	41.0
HG02250	HG02250	HG02375	HG02375	UN		1.0	0.0	0.0	0.0	-1	0.761496	0.6008	2.1364	6492	38227	62640	22.0	47.0
HG02250	HG02250	HG02386	HG02386	UN		1.0	0.0	0.0	0.0	-1	0.765577	0.7782	2.45	6501	37331	63523	20.0	49.0
HG02250	HG02250	HG03673	HG03673	UN		1.0	0.0	0.0	0.0	-1	0.73532	0.3363	1.8	8265	40299	58790	25.0	45.0
HG02250	HG02250	HG03713	HG03713	UN		1.0	0.0	0.0	0.0	-1	0.739139	0.0053	1.0909	8897	38216	60243	33.0	36.0
HG02250	HG02250	NA19027	NA19027	UN		1.0	0.0	0.0	0.0	-1	0.682719	0.0007	0.9444	12549	43019	51777	36.0	34.0
HG02250	HG02250	NA19238	NA19238	UN		1.0	0.0	0.0	0.0	-1	0.690418	0.0034	1.0588	11470	43526	52352	34.0	36.0
HG02250	HG02250	NA19239	NA19239	UN		1.0	0.0	0.0	0.0	-1	0.684308	0.0	0.6279	12312	43157	51884	43.0	27.0
HG02250	HG02250	NA19331	NA19331	UN		1.0	0.0	0.0	0.0	-1	0.684562	0.0	0.7949	11868	43986	51492	39.0	31.0
HG02250	HG02250	NA19661	NA19661	UN		1.0	0.0	0.0	0.0	-1	0.737576	0.2742	1.72	8200	39946	59211	25.0	43.0
HG02250	HG02250	NA19664	NA19664	UN		1.0	0.0	0.0	0.0	-1	0.742155	0.1763	1.5926	8121	39122	60116	27.0	43.0
HG02250	HG02250	NA19678	NA19678	UN		1.0	0.0	0.0	0.0	-1	0.731799	0.0108	1.1562	9183	39221	58954	32.0	37.0
HG02250	HG02250	NA19679	NA19679	UN		1.0	0.0	0.0	0.0	-1	0.734479	0.1535	1.5556	8596	39819	58942	27.0	42.0
HG02250	HG02250	NA19713	NA19713	UN		1.0	0.0	0.0	0.0	-1	0.697457	0.0	0.5682	10860	43239	53256	44.0	25.0
HG02250	HG02250	NA20289	NA20289	UN		1.0	0.0	0.0	0.0	-1	0.730492	0.0025	1.0294	8087	41691	57575	34.0	35.0
HG02250	HG02250	NA20321	NA20321	UN		1.0	0.0	0.0	0.0	-1	0.69186	0.0	0.6667	12080	41994	53270	42.0	28.0
HG02250	HG02250	NA20334	NA20334	UN		1.0	0.0	0.0	0.0	-1	0.71803	0.4329	1.9167	9733	41074	56545	24.0	46.0
HG02250	HG02250	NA20792	NA20792	UN		1.0	0.0	0.0	0.0	-1	0.737001	0.0369	1.3	8969	38532	59857	30.0	39.0
HG02250	HG02250	NA20868	NA20868	UN		1.0	0.0	0.0	0.0	-1	0.731508	0.6008	2.1364	10457	36735	60165	22.0	47.0
HG02250	HG02250	NA20886	NA20886	UN		1.0	0.0	0.0	0.0	-1	0.750366	0.801	2.5	7432	38736	61189	20.0	50.0
HG02250	HG02250	NA20895	NA20895	UN		1.0	0.0	0.0	0.0	-1	0.735637	0.5	2.0	8838	39086	59432	23.0	46.0
HG02250	HG02250	HG00124	HG00124	UN		1.0	0.0	0.0	0.0	-1	0.731333	0.0205	1.2258	9093	39500	58763	31.0	38.0
HG02250	HG02250	HG00501	HG00501	UN		1.0	0.0	0.0	0.0	-1	0.760591	0.5681	2.0909	6527	38350	62479	22.0	46.0
HG02250	HG02250	HG00635	HG00635	UN		0.8589	0.0	0.1411	0.1411	-1	0.766191	0.6952	2.2857	6392	37419	63548	21.0	48.0
HG02250	HG02250	HG00702	HG00702	UN		0.8581	0.0	0.1419	0.1419	-1	0.772681	0.6952	2.2857	5840	37129	64389	21.0	48.0
HG02250	HG02250	HG00733	HG00733	UN		1.0	0.0	0.0	0.0	-1	0.718272	0.2218	1.6538	10170	40152	57037	26.0	43.0
HG02250	HG02250	HG01983	HG01983	UN		1.0	0.0	0.0	0.0	-1	0.738613	0.0369	1.3	7663	40798	58897	30.0	39.0
HG02250	HG02250	HG02024	HG02024	UN		1.0	0.0	0.0	0.0	-1	0.764049	0.1763	1.5926	7633	35397	64329	27.0	43.0
HG02250	HG02250	HG02046	HG02046	UN		1.0	0.0	0.0	0.0	-1	0.773703	0.1535	1.5556	6995	34600	65764	27.0	42.0
HG02250	HG02250	HG02363	HG02363	UN		1.0	0.0	0.0	0.0	-1	0.761997	0.6008	2.1364	7240	36623	63495	22.0	47.0
HG02250	HG02250	HG02372	HG02372	UN		1.0	0.0	0.0	0.0	-1	0.766475	0.0754	1.4138	6629	36883	63845	29.0	41.0
HG02250	HG02250	HG02377	HG02377	UN		0.2908	0.5688	0.1403	0.4247	-1	0.83279	1.0	10.5	1878	32147	73334	6.0	63.0
HG02250	HG02250	HG02381	HG02381	UN		1.0	0.0	0.0	0.0	-1	0.764659	0.4329	1.9167	7084	36363	63910	24.0	46.0
HG02250	HG02250	HG02387	HG02387	UN		0.8388	0.0	0.1612	0.1612	-1	0.771687	0.3048	1.76	6294	36435	64630	25.0	44.0
HG02250	HG02250	HG02388	HG02388	UN		0.8597	0.0	0.1403	0.1403	-1	0.769736	0.3048	1.76	6068	37305	63984	25.0	44.0
HG02250	HG02250	HG03715	HG03715	UN		1.0	0.0	0.0	0.0	-1	0.738349	0.3048	1.76	7993	40193	59169	25.0	44.0
HG02250	HG02250	HG03948	HG03948	UN		1.0	0.0	0.0	0.0	-1	0.709346	0.0	0.6047	14060	34287	59009	43.0	26.0
HG02250	HG02250	NA19240	NA19240	UN		1.0	0.0	0.0	0.0	-1	0.683995	0.0071	1.1212	12804	42244	52311	33.0	37.0
HG02250	HG02250	NA19311	NA19311	UN		1.0	0.0	0.0	0.0	-1	0.687021	0.0	0.7073	12131	42932	52283	41.0	29.0
HG02250	HG02250	NA19313	NA19313	UN		1.0	0.0	0.0	0.0	-1	0.682732	0.0034	1.0588	12276	43566	51509	34.0	36.0
HG02250	HG02250	NA19660	NA19660	UN		1.0	0.0	0.0	0.0	-1	0.732837	0.3992	1.875	8336	40691	58329	24.0	45.0
HG02250	HG02250	NA19675	NA19675	UN		1.0	0.0	0.0	0.0	-1	0.729478	0.0205	1.2258	8431	41224	57704	31.0	38.0
HG02250	HG02250	NA19685	NA19685	UN		1.0	0.0	0.0	0.0	-1	0.741717	0.0205	1.2258	7795	39868	59696	31.0	38.0
HG02250	HG02250	NA19985	NA19985	UN		1.0	0.0	0.0	0.0	-1	0.699106	0.0034	1.0588	11782	41035	54528	34.0	36.0
HG02250	HG02250	NA20322	NA20322	UN		1.0	0.0	0.0	0.0	-1	0.701628	0.1184	1.5	10117	43827	53407	28.0	42.0
HG02250	HG02250	NA20336	NA20336	UN		1.0	0.0	0.0	0.0	-1	0.720106	0.2495	1.6923	9382	41332	56641	26.0	44.0
HG02250	HG02250	NA20341	NA20341	UN		1.0	0.0	0.0	0.0	-1	0.708244	0.014	1.1875	8954	44732	53664	32.0	38.0
HG02250	HG02250	NA20344	NA20344	UN		1.0	0.0	0.0	0.0	-1	0.691824	0.0034	1.0588	11449	43263	52631	34.0	36.0
HG02250	HG02250	NA20526	NA20526	UN		1.0	0.0	0.0	0.0	-1	0.738627	0.0369	1.3	8571	38979	59808	30.0	39.0
HG02250	HG02250	NA20871	NA20871	UN		1.0	0.0	0.0	0.0	-1	0.731677	0.0025	1.0294	8792	40025	58533	34.0	35.0
HG02250	HG02250	NA20893	NA20893	UN		1.0	0.0	0.0	0.0	-1	0.730718	0.2495	1.6923	8214	41390	57752	26.0	44.0
HG02250	HG02250	NA20898	NA20898	UN		1.0	0.0	0.0	0.0	-1	0.740185	0.1535	1.5556	8208	39370	59779	27.0	42.0
HG02353	HG02353	HG02371	HG02371	UN		0.793	0.0	0.207	0.207	-1	0.788372	0.8465	2.6316	5640	34159	67557	19.0	50.0
HG02353	HG02353	HG02373	HG02373	UN		0.8202	0.0	0.1798	0.1798	-1	0.776966	0.6952	2.2857	6188	35512	65656	21.0	48.0
HG02353	HG02353	HG02375	HG02375	UN		0.8411	0.0	0.1589	0.1589	-1	0.774057	0.5	2.0	6028	36458	64873	23.0	46.0
HG02353	HG02353	HG02386	HG02386	UN		0.8678	0.0	0.1322	0.1322	-1	0.771459	0.7782	2.45	5783	37504	64068	20.0	49.0
HG02353	HG02353	HG03673	HG03673	UN		1.0	0.0	0.0	0.0	-1	0.721608	0.1763	1.5926	9243	41287	56824	27.0	43.0
HG02353	HG02353	HG03713	HG03713	UN		1.0	0.0	0.0	0.0	-1	0.725507	0.0369	1.3	9444	40049	57863	30.0	39.0
HG02353	HG02353	NA19027	NA19027	UN		1.0	0.0	0.0	0.0	-1	0.687601	0.0455	1.3333	11840	43389	52116	30.0	40.0
HG02353	HG02353	NA19238	NA19238	UN		1.0	0.0	0.0	0.0	-1	0.683608	0.0015	1.0	12154	43620	51574	35.0	35.0
HG02353	HG02353	NA19239	NA19239	UN		1.0	0.0	0.0	0.0	-1	0.678449	0.0015	1.0	12407	44225	50721	35.0	35.0
HG02353	HG02353	NA19331	NA19331	UN		1.0	0.0	0.0	0.0	-1	0.677291	0.0	0.7073	12356	44571	50419	41.0	29.0
HG02353	HG02353	NA19661	NA19661	UN		1.0	0.0	0.0	0.0	-1	0.742984	0.6952	2.2857	8516	38153	60688	21.0	48.0
HG02353	HG02353	NA19664	NA19664	UN		1.0	0.0	0.0	0.0	-1	0.739579	0.2495	1.6923	8000	39917	59442	26.0	44.0
HG02353	HG02353	NA19678	NA19678	UN		1.0	0.0	0.0	0.0	-1	0.731687	0.3363	1.8	9070	39471	58817	25.0	45.0
HG02353	HG02353	NA19679	NA19679	UN		1.0	0.0	0.0	0.0	-1	0.721411	0.0369	1.3	9168	41481	56708	30.0	39.0
HG02353	HG02353	NA19713	NA19713	UN		1.0	0.0	0.0	0.0	-1	0.706562	0.0001	0.8421	10491	42022	54842	38.0	32.0
HG02353	HG02353	NA20289	NA20289	UN		1.0	0.0	0.0	0.0	-1	0.710157	0.0754	1.4138	9739	42753	54861	29.0	41.0
HG02353	HG02353	NA20321	NA20321	UN		1.0	0.0	0.0	0.0	-1	0.688474	0.0007	0.9444	12386	42109	52849	36.0	34.0
HG02353	HG02353	NA20334	NA20334	UN		1.0	0.0	0.0	0.0	-1	0.72096	0.1184	1.5	8976	41959	56417	28.0	42.0
HG02353	HG02353	NA20792	NA20792	UN		1.0	0.0	0.0	0.0	-1	0.721204	0.1184	1.5	9834	40194	57330	28.0	42.0
HG02353	HG02353	NA20868	NA20868	UN		1.0	0.0	0.0	0.0	-1	0.714141	0.0	0.6667	11372	38634	57351	42.0	28.0
HG02353	HG02353	NA20886	NA20886	UN		1.0	0.0	0.0	0.0	-1	0.726934	0.2495	1.6923	8641	41349	57367	26.0	44.0
HG02353	HG02353	NA20895	NA20895	UN		1.0	0.0	0.0	0.0	-1	0.734118	0.1535	1.5556	8697	39694	58965	27.0	42.0
HG02353	HG02353	HG00124	HG00124	UN		1.0	0.0	0.0	0.0	-1	0.717114	0.0071	1.1212	10733	39273	57350	33.0	37.0
HG02353	HG02353	HG00501	HG00501	UN		0.8171	0.0	0.1829	0.1829	-1	0.779654	0.991	4.0	5992	35327	66037	14.0	56.0
HG02353	HG02353	HG00635	HG00635	UN		0.7814	0.1061	0.1124	0.1655	-1	0.779059	0.8465	2.6316	5046	37348	64965	19.0	50.0
HG02353	HG02353	HG00702	HG00702	UN		0.7254	0.1395	0.1352	0.2049	-1	0.788334	0.9947	4.3077	4684	36080	66594	13.0	56.0
HG02353	HG02353	HG00733	HG00733	UN		1.0	0.0	0.0	0.0	-1	0.731383	0.2495	1.6923	9050	39577	58732	26.0	44.0
HG02353	HG02353	HG01983	HG01983	UN		1.0	0.0	0.0	0.0	-1	0.740378	0.9373	3.0588	7310	41125	58923	17.0	52.0
HG02353	HG02353	HG02024	HG02024	UN		0.8117	0.0	0.1883	0.1883	-1	0.783269	0.5	2.0	5745	35046	66568	23.0	46.0
HG02353	HG02353	HG02046	HG02046	UN		0.8185	0.0	0.1815	0.1815	-1	0.776651	0.5	2.0	6259	35439	65661	23.0	46.0
HG02353	HG02353	HG02363	HG02363	UN		0.7839	0.0	0.2161	0.2161	-1	0.794156	0.6952	2.2857	5211	33776	68371	21.0	48.0
HG02353	HG02353	HG02372	HG02372	UN		0.7316	0.0663	0.2021	0.2353	-1	0.798462	0.8641	2.6842	4724	33825	68808	19.0	51.0
HG02353	HG02353	HG02377	HG02377	UN		0.8405	0.0	0.1595	0.1595	-1	0.775063	0.9631	3.3125	5946	36406	65007	16.0	53.0
HG02353	HG02353	HG02381	HG02381	UN		0.8112	0.0	0.1888	0.1888	-1	0.784984	0.7782	2.45	5581	35005	66771	20.0	49.0
HG02353	HG02353	HG02387	HG02387	UN		0.7306	0.1059	0.1635	0.2164	-1	0.792356	0.9458	3.1176	4718	35149	67492	17.0	53.0
HG02353	HG02353	HG02388	HG02388	UN		0.8293	0.0	0.1707	0.1707	-1	0.777355	0.9685	3.375	5955	35895	65507	16.0	54.0
HG02353	HG02353	HG03715	HG03715	UN		1.0	0.0	0.0	0.0	-1	0.740464	0.4329	1.9167	8359	39007	59989	24.0	46.0
HG02353	HG02353	HG03948	HG03948	UN		1.0	0.0	0.0	0.0	-1	0.70079	0.0	0.5333	14667	34910	57779	45.0	24.0
HG02353	HG02353	NA19240	NA19240	UN		1.0	0.0	0.0	0.0	-1	0.671127	0.0	0.75	12979	44657	49723	40.0	30.0
HG02353	HG02353	NA19311	NA19311	UN		1.0	0.0	0.0	0.0	-1	0.682629	0.0034	1.0588	12679	42779	51888	34.0	36.0
HG02353	HG02353	NA19313	NA19313	UN		1.0	0.0	0.0	0.0	-1	0.678964	0.0	0.75	12593	43741	51017	40.0	30.0
HG02353	HG02353	NA19660	NA19660	UN		1.0	0.0	0.0	0.0	-1	0.722195	0.2495	1.6923	8807	42034	56515	26.0	44.0
HG02353	HG02353	NA19675	NA19675	UN		1.0	0.0	0.0	0.0	-1	0.729184	0.0455	1.3333	9204	39741	58414	30.0	40.0
HG02353	HG02353	NA19685	NA19685	UN		1.0	0.0	0.0	0.0	-1	0.73937	0.1763	1.5926	7815	40332	59212	27.0	43.0
HG02353	HG02353	NA19985	NA19985	UN		1.0	0.0	0.0	0.0	-1	0.697159	0.0003	0.8919	11317	42383	53645	37.0	33.0
HG02353	HG02353	NA20322	NA20322	UN		1.0	0.0	0.0	0.0	-1	0.698871	0.1763	1.5926	9953	44747	52651	27.0	43.0
HG02353	HG02353	NA20336	NA20336	UN		1.0	0.0	0.0	0.0	-1	0.731727	0.3363	1.8	8725	40151	58479	25.0	45.0
HG02353	HG02353	NA20341	NA20341	UN		1.0	0.0	0.0	0.0	-1	0.693302	0.1763	1.5926	10478	44892	51980	27.0	43.0
HG02353	HG02353	NA20344	NA20344	UN		1.0	0.0	0.0	0.0	-1	0.694698	0.0003	0.8919	11531	42482	53330	37.0	33.0
HG02353	HG02353	NA20526	NA20526	UN		1.0	0.0	0.0	0.0	-1	0.725004	0.5	2.0	9524	39998	57836	23.0	46.0
HG02353	HG02353	NA20871	NA20871	UN		1.0	0.0	0.0	0.0	-1	0.725678	0.0369	1.3	9207	40483	57660	30.0	39.0
HG02353	HG02353	NA20893	NA20893	UN		1.0	0.0	0.0	0.0	-1	0.733247	0.1763	1.5926	8080	41115	58161	27.0	43.0
HG02353	HG02353	NA20898	NA20898	UN		1.0	0.0	0.0	0.0	-1	0.72135	0.3048	1.76	10153	39524	57680	25.0	44.0
HG02371	HG02371	HG02373	HG02373	UN		0.8127	0.031	0.1563	0.1718	-1	0.782956	0.8465	2.6316	5248	36106	66002	19.0	50.0
HG02371	HG02371	HG02375	HG02375	UN		0.7983	0.0439	0.1578	0.1797	-1	0.784643	0.6952	2.2857	5155	35931	66273	21.0	48.0
HG02371	HG02371	HG02386	HG02386	UN		0.8203	0.0	0.1797	0.1797	-1	0.778478	0.6952	2.2857	6037	35489	65829	21.0	48.0
HG02371	HG02371	HG03673	HG03673	UN		1.0	0.0	0.0	0.0	-1	0.735743	0.1763	1.5926	8065	40608	58681	27.0	43.0
HG02371	HG02371	HG03713	HG03713	UN		1.0	0.0	0.0	0.0	-1	0.74089	0.3048	1.76	8080	39474	59802	25.0	44.0
HG02371	HG02371	NA19027	NA19027	UN		1.0	0.0	0.0	0.0	-1	0.69231	0.0034	1.0588	11598	42862	52885	34.0	36.0
HG02371	HG02371	NA19238	NA19238	UN		1.0	0.0	0.0	0.0	-1	0.684927	0.026	1.2581	11335	44975	51038	31.0	39.0
HG02371	HG02371	NA19239	NA19239	UN		1.0	0.0	0.0	0.0	-1	0.685523	0.0	0.6667	12188	43144	52021	42.0	28.0
HG02371	HG02371	NA19331	NA19331	UN		1.0	0.0	0.0	0.0	-1	0.679397	0.0015	1.0	11596	45639	50111	35.0	35.0
HG02371	HG02371	NA19661	NA19661	UN		1.0	0.0	0.0	0.0	-1	0.745503	0.1184	1.5	7583	39478	60296	28.0	42.0
HG02371	HG02371	NA19664	NA19664	UN		1.0	0.0	0.0	0.0	-1	0.74358	0.5337	2.0435	7380	40298	59681	23.0	47.0
HG02371	HG02371	NA19678	NA19678	UN		1.0	0.0	0.0	0.0	-1	0.734445	0.0754	1.4138	9204	38611	59543	29.0	41.0
HG02371	HG02371	NA19679	NA19679	UN		1.0	0.0	0.0	0.0	-1	0.721183	0.0034	1.0588	8982	41902	56473	34.0	36.0
HG02371	HG02371	NA19713	NA19713	UN		1.0	0.0	0.0	0.0	-1	0.697541	0.0034	1.0588	10644	43653	53058	34.0	36.0
HG02371	HG02371	NA20289	NA20289	UN		1.0	0.0	0.0	0.0	-1	0.717265	0.3363	1.8	8932	42841	55580	25.0	45.0
HG02371	HG02371	NA20321	NA20321	UN		1.0	0.0	0.0	0.0	-1	0.693253	0.0	0.75	11681	42493	53170	40.0	30.0
HG02371	HG02371	NA20334	NA20334	UN		1.0	0.0	0.0	0.0	-1	0.711831	0.0455	1.3333	9376	43119	54857	30.0	40.0
HG02371	HG02371	NA20792	NA20792	UN		1.0	0.0	0.0	0.0	-1	0.728544	0.014	1.1875	9264	39758	58336	32.0	38.0
HG02371	HG02371	NA20868	NA20868	UN		1.0	0.0	0.0	0.0	-1	0.727186	0.0034	1.0588	10899	36779	59679	34.0	36.0
HG02371	HG02371	NA20886	NA20886	UN		1.0	0.0	0.0	0.0	-1	0.737074	0.9119	2.8889	7899	40656	58802	18.0	52.0
HG02371	HG02371	NA20895	NA20895	UN		1.0	0.0	0.0	0.0	-1	0.7464	0.3992	1.875	8241	37969	61146	24.0	45.0
HG02371	HG02371	HG00124	HG00124	UN		1.0	0.0	0.0	0.0	-1	0.728315	0.1763	1.5926	10177	37980	59199	27.0	43.0
HG02371	HG02371	HG00501	HG00501	UN		0.8259	0.0258	0.1483	0.1612	-1	0.780352	0.7782	2.45	5333	36495	65528	20.0	49.0
HG02371	HG02371	HG00635	HG00635	UN		0.7582	0.1352	0.1066	0.1742	-1	0.780461	0.9119	2.8889	4896	37347	65116	18.0	52.0
HG02371	HG02371	HG00702	HG00702	UN		0.8441	0.0	0.1559	0.1559	-1	0.77276	0.5	2.0	6089	36614	64655	23.0	46.0
HG02371	HG02371	HG00733	HG00733	UN		1.0	0.0	0.0	0.0	-1	0.722976	0.0455	1.3333	8894	41694	56771	30.0	40.0
HG02371	HG02371	HG01983	HG01983	UN		1.0	0.0	0.0	0.0	-1	0.738673	0.801	2.5	7037	42037	58284	20.0	50.0
HG02371	HG02371	HG02024	HG02024	UN		0.801	0.0	0.199	0.199	-1	0.790423	0.9685	3.375	5233	34534	67592	16.0	54.0
HG02371	HG02371	HG02046	HG02046	UN		0.8501	0.0	0.1499	0.1499	-1	0.776092	0.9568	3.25	5676	36725	64958	16.0	52.0
HG02371	HG02371	HG02363	HG02363	UN		0.8123	0.0	0.1877	0.1877	-1	0.78439	0.6952	2.2857	5618	35059	66681	21.0	48.0
HG02371	HG02371	HG02372	HG02372	UN		0.0322	0.8118	0.1559	0.5619	-1	0.861262	1.0	16.25	208	29373	77776	4.0	65.0
HG02371	HG02371	HG02377	HG02377	UN		0.8227	0.0	0.1773	0.1773	-1	0.775655	0.9119	2.8889	6262	35647	65450	18.0	52.0
HG02371	HG02371	HG02381	HG02381	UN		0.7045	0.1061	0.1894	0.2424	-1	0.799137	0.885	2.7778	4549	34030	68778	18.0	50.0
HG02371	HG02371	HG02387	HG02387	UN		0.8166	0.0142	0.1692	0.1763	-1	0.784643	0.8465	2.6316	5273	35695	66391	19.0	50.0
HG02371	HG02371	HG02388	HG02388	UN		0.7336	0.1029	0.1635	0.2149	-1	0.792058	0.8465	2.6316	4737	35174	67446	19.0	50.0
HG02371	HG02371	HG03715	HG03715	UN		1.0	0.0	0.0	0.0	-1	0.74833	0.7782	2.45	7517	39002	60836	20.0	49.0
HG02371	HG02371	HG03948	HG03948	UN		1.0	0.0	0.0	0.0	-1	0.709564	0.0001	0.8158	14064	34232	59060	38.0	31.0
HG02371	HG02371	NA19240	NA19240	UN		1.0	0.0	0.0	0.0	-1	0.684875	0.0	0.5556	11867	43929	51563	45.0	25.0
HG02371	HG02371	NA19311	NA19311	UN		1.0	0.0	0.0	0.0	-1	0.684474	0.0007	0.9444	12089	43563	51694	36.0	34.0
HG02371	HG02371	NA19313	NA19313	UN		1.0	0.0	0.0	0.0	-1	0.682164	0.0001	0.8421	12080	44080	51191	38.0	32.0
HG02371	HG02371	NA19660	NA19660	UN		1.0	0.0	0.0	0.0	-1	0.728781	0.1008	1.4643	8118	41998	57240	28.0	41.0
HG02371	HG02371	NA19675	NA19675	UN		1.0	0.0	0.0	0.0	-1	0.732379	0.3992	1.875	8332	40799	58228	24.0	45.0
HG02371	HG02371	NA19685	NA19685	UN		1.0	0.0	0.0	0.0	-1	0.738694	0.801	2.5	7267	41573	58519	20.0	50.0
HG02371	HG02371	NA19985	NA19985	UN		1.0	0.0	0.0	0.0	-1	0.696106	0.014	1.1875	11609	42025	53711	32.0	38.0
HG02371	HG02371	NA20322	NA20322	UN		1.0	0.0	0.0	0.0	-1	0.711391	0.2495	1.6923	9377	43211	54763	26.0	44.0
HG02371	HG02371	NA20336	NA20336	UN		1.0	0.0	0.0	0.0	-1	0.723045	0.1184	1.5	9300	40865	57190	28.0	42.0
HG02371	HG02371	NA20341	NA20341	UN		1.0	0.0	0.0	0.0	-1	0.705808	0.0001	0.8421	9468	44227	53655	38.0	32.0
HG02371	HG02371	NA20344	NA20344	UN		1.0	0.0	0.0	0.0	-1	0.689127	0.0003	0.8919	11751	43238	52354	37.0	33.0
HG02371	HG02371	NA20526	NA20526	UN		1.0	0.0	0.0	0.0	-1	0.728129	0.0034	1.0588	9463	39449	58446	34.0	36.0
HG02371	HG02371	NA20871	NA20871	UN		1.0	0.0	0.0	0.0	-1	0.730121	0.0001	0.8158	8930	40083	58337	38.0	31.0
HG02371	HG02371	NA20893	NA20893	UN		1.0	0.0	0.0	0.0	-1	0.750736	0.2218	1.6538	7268	38984	61104	26.0	43.0
HG02371	HG02371	NA20898	NA20898	UN		1.0	0.0	0.0	0.0	-1	0.724145	0.2495	1.6923	10000	39230	58127	26.0	44.0
HG02373	HG02373	HG02375	HG02375	UN		0.844	0.0	0.156	0.156	-1	0.777895	0.8465	2.6316	5622	36446	65291	19.0	50.0
HG02373	HG02373	HG02386	HG02386	UN		1.0	0.0	0.0	0.0	-1	0.765707	0.5	2.0	6682	36941	63732	23.0	46.0
HG02373	HG02373	HG03673	HG03673	UN		1.0	0.0	0.0	0.0	-1	0.716652	0.2495	1.6923	9606	41625	56123	26.0	44.0
HG02373	HG02373	HG03713	HG03713	UN		1.0	0.0	0.0	0.0	-1	0.739376	0.2495	1.6923	8704	38551	60101	26.0	44.0
HG02373	HG02373	NA19027	NA19027	UN		1.0	0.0	0.0	0.0	-1	0.689091	0.0007	0.9444	11853	43043	52449	36.0	34.0
HG02373	HG02373	NA19238	NA19238	UN		1.0	0.0	0.0	0.0	-1	0.680674	0.0015	1.0	12347	43864	51137	35.0	35.0
HG02373	HG02373	NA19239	NA19239	UN		1.0	0.0	0.0	0.0	-1	0.686199	0.0071	1.1212	12064	43247	52042	33.0	37.0
HG02373	HG02373	NA19331	NA19331	UN		1.0	0.0	0.0	0.0	-1	0.680072	0.0754	1.4138	12431	43824	51091	29.0	41.0
HG02373	HG02373	NA19661	NA19661	UN		1.0	0.0	0.0	0.0	-1	0.750054	0.3992	1.875	7520	38627	61210	24.0	45.0
HG02373	HG02373	NA19664	NA19664	UN		1.0	0.0	0.0	0.0	-1	0.742476	0.4329	1.9167	7582	40131	59646	24.0	46.0
HG02373	HG02373	NA19678	NA19678	UN		1.0	0.0	0.0	0.0	-1	0.730202	0.3048	1.76	9259	39412	58687	25.0	44.0
HG02373	HG02373	NA19679	NA19679	UN		1.0	0.0	0.0	0.0	-1	0.720354	0.0455	1.3333	9822	40400	57135	30.0	40.0
HG02373	HG02373	NA19713	NA19713	UN		1.0	0.0	0.0	0.0	-1	0.700931	0.0003	0.8919	10581	43051	53723	37.0	33.0
HG02373	HG02373	NA20289	NA20289	UN		1.0	0.0	0.0	0.0	-1	0.708387	0.014	1.1875	10139	42333	54881	32.0	38.0
HG02373	HG02373	NA20321	NA20321	UN		1.0	0.0	0.0	0.0	-1	0.687099	0.0455	1.3333	12411	42354	52579	30.0	40.0
HG02373	HG02373	NA20334	NA20334	UN		1.0	0.0	0.0	0.0	-1	0.712628	0.0205	1.2258	9960	41780	55612	31.0	38.0
HG02373	HG02373	NA20792	NA20792	UN		1.0	0.0	0.0	0.0	-1	0.722187	0.0754	1.4138	9960	39731	57667	29.0	41.0
HG02373	HG02373	NA20868	NA20868	UN		1.0	0.0	0.0	0.0	-1	0.719585	0.0627	1.3793	11238	37733	58386	29.0	40.0
HG02373	HG02373	NA20886	NA20886	UN		1.0	0.0	0.0	0.0	-1	0.727968	0.1763	1.5926	8265	41879	57213	27.0	43.0
